"Sys_PK","Sys_TimeStamp","Sys_GUID","Sys_DTCreated","Sys_User","Sys_LastUser","Sys_Exported","Sys_DTExported","Sys_Info","Codigo","CodigoTel","Nombre","Estado","sys_recver","sys_deleted","sys_lock"
"620","2017-05-13 12:21:05","CD09DEE73C6D44E09B25FE2E4441CA11","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0854","732","El Escondido","12","0",\N,\N
"621","2017-05-13 12:21:05","84BD7EE25B1042E598B54012925EDB89","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0855","781","El Espinalillo","12","0",\N,\N
"622","2017-05-13 12:21:05","8CAF7EF8C2134A9C969D4C03FA319267","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0856","745","El Ocotito","12","0",\N,\N
"623","2017-05-13 12:21:05","19E3F50C320643B2AF00C9F6188C00C1","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0857","742","El Paraíso","12","0",\N,\N
"624","2017-05-13 12:21:05","B6319E646A34409488E44B2F5238AAC5","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0858","767","Guayameo","12","0",\N,\N
"625","2017-05-13 12:21:05","BB14B09688444D13859E97A589084F4C","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0859","352","Cuevas de Morales","13","0",\N,\N
"626","2017-05-13 12:21:05","784D5852AAB148D580D838267D5B67D0","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0860","466","Cupareo","13","0",\N,\N
"627","2017-05-13 12:21:05","2733802C34EA47DEAAE93600ACC33628","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0861","418","Dolores Hidalgo","13","0",\N,\N
"628","2017-05-13 12:21:05","07B744D651EB4C12B95CB4D7C7039F91","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0862","476","Dolores","13","0",\N,\N
"629","2017-05-13 12:21:05","885811A8DE28491FB2F2B1EA2BF96E2E","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0863","419","Dr. Mora","13","0",\N,\N
"630","2017-05-13 12:21:05","9EF9C58A079F4066BB8417D2D789389F","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0864","419","El Capulín","13","0",\N,\N
"631","2017-05-13 12:21:05","79F1A8B645B748899F74867CB08D5040","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0865","445","El Derramadero","13","0",\N,\N
"632","2017-05-13 12:21:05","1F35D1E7D8974394BD39816CCBDDC801","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0866","461","El Fresno","13","0",\N,\N
"633","2017-05-13 12:21:05","CC9DC8DC1FC94282A6C8370095E883DE","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0867","413","El Jocoque","13","0",\N,\N
"634","2017-05-13 12:21:05","0C507A875C3044BBA5A431C555AF224C","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0868","469","El Mármol","13","0",\N,\N
"635","2017-05-13 12:21:05","701FE8F993C6492292867300E99981A5","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0869","477","El Ramillete","13","0",\N,\N
"636","2017-05-13 12:21:05","1E242D33EB7D4DCAA2D890E81B536046","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0870","466","El Sabino","13","0",\N,\N
"637","2017-05-13 12:21:05","01E8D927EE284DE9A532B501009C682D","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0871","461","El Sauz (El Sauz de Villaseñor)","13","0",\N,\N
"638","2017-05-13 12:21:05","F1C9D56EFA07427A824C274982FA67CF","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0872","411","El Tigre","13","0",\N,\N
"639","2017-05-13 12:21:05","0B0C7B6FA83847D898EAC84BD25500C0","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0873","412","Empalme Escobedo","13","0",\N,\N
"640","2017-05-13 12:21:05","707989D6547A4B9AAFEBD4B1FF584000","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0874","412","Franco Tavera","13","0",\N,\N
"641","2017-05-13 12:21:06","50A9BC8B143A4CB4804699ED30615359","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0875","432","Frías","13","0",\N,\N
"642","2017-05-13 12:21:06","FF91EB164DA845CDA1B6A4911B269F70","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0876","462","Guadalupe de Rivera","13","0",\N,\N
"643","2017-05-13 12:21:06","BB985D36C9FC41B0BC21F73EDC873325","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0877","473","Guanajuato","13","0",\N,\N
"644","2017-05-13 12:21:06","4B49A4C1B72E41AEACEC21B45CBB67E1","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0878","456","Guarapo","13","0",\N,\N
"645","2017-05-13 12:21:06","20FF20322C8642FE972966D28663EB5F","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0879","429","Huanimaro","13","0",\N,\N
"646","2017-05-13 12:21:06","75DF16245A804B3C9D44F3C6E8490076","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0880","466","Huapango","13","0",\N,\N
"647","2017-05-13 12:21:06","2872763E447648DFA312F94BA99CD5B2","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0881","429","Huitzatarito","13","0",\N,\N
"648","2017-05-13 12:21:06","B42C8D7520F547B5876E800053435FD7","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0882","417","Iramuco","13","0",\N,\N
"649","2017-05-13 12:21:06","9ECFEBB5A00F4EF583E69930BF879B49","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0883","462","Irapuato","13","0",\N,\N
"650","2017-05-13 12:21:06","3A150A6A681B4934885F006F06C6912C","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0884","428","Jaral de Berrios","13","0",\N,\N
"651","2017-05-13 12:21:06","6C64E1FC775B427ABE31CE80DE9C40A8","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0885","411","Jaral del Progreso","13","0",\N,\N
"652","2017-05-13 12:21:06","3306A0C89330467EAB00A330057F31DE","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0886","421","Jerécuaro","13","0",\N,\N
"653","2017-05-13 12:21:06","BEEF2B6723B544079BB1F126DA411369","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0887","419","Jesús María","13","0",\N,\N
"654","2017-05-13 12:21:06","354E4B85D09C4A858CFA79CDA7030400","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0888","411","Juan Lucas","13","0",\N,\N
"655","2017-05-13 12:21:06","1CB469BC003F4521B35024BD40026404","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0889","461","Juan Martín","13","0",\N,\N
"656","2017-05-13 12:21:06","1E0CA3466AE34120B881ED5591451B6B","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0890","412","Juventino Rosas","13","0",\N,\N
"657","2017-05-13 12:21:06","4C229DA035694F3BA89BAFF600D800AC","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0891","472","La Aldea","13","0",\N,\N
"658","2017-05-13 12:21:06","1B614FC2FB4A42569C8C59995476FF11","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0892","462","La Caja","13","0",\N,\N
"659","2017-05-13 12:21:06","0E9A00FDAB3F4632850017CFB122126D","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0893","411","La Calera (El Canario)","13","0",\N,\N
"660","2017-05-13 12:21:06","8799C22BCDE54EFEBB99ABA035256C67","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0894","413","La Cuevita","13","0",\N,\N
"661","2017-05-13 12:21:06","D8F7B7F68810490E95003100592C6F02","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0895","417","La Encarnación","13","0",\N,\N
"662","2017-05-13 12:21:06","433F0D3503BF48C791FB9C8F69016D1C","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0896","428","La Escondida","13","0",\N,\N
"663","2017-05-13 12:21:06","EFA3D1A356F541869858093BD83DC0F0","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0897","429","La Joya de Calvillo","13","0",\N,\N
"664","2017-05-13 12:21:06","A9CAA350A37D4BA6ADFB4D6EE7366462","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0898","462","Laguna Larga","13","0",\N,\N
"665","2017-05-13 12:21:06","1FB56672AE19403F986400CAEEF5DC21","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0899","469","Lagunillas","13","0",\N,\N
"666","2017-05-13 12:21:06","7DC63DE2B10A425400CEE30552074523","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0900","462","Las Cañas","13","0",\N,\N
"667","2017-05-13 12:21:06","AB11D661C61648F4B178E026CE7F25CE","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0901","477","Las Hilamas (El Piedrero)","13","0",\N,\N
"668","2017-05-13 12:21:06","A46F0035CDC34829A7B0F2BB18A16C77","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0902","462","Las Jicamas","13","0",\N,\N
"669","2017-05-13 12:21:06","759E9ED764AF451C898220EB30274713","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0903","477","León","13","0",\N,\N
"670","2017-05-13 12:21:06","722C2EC2185F4FDBAB4477D3AFC2C395","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0904","462","Lo de Juárez","13","0",\N,\N
"671","2017-05-13 12:21:06","EAD2832D304641B285C03E877724004F","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0905","411","Loma de Zempoala","13","0",\N,\N
"672","2017-05-13 12:21:06","87B7FD1BCA3544CCAD15C4B65BBD8B31","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0906","417","Loreto (Teresa)","13","0",\N,\N
"673","2017-05-13 12:21:06","1614E52B65DD4E6EBB924D6B4FA74FF3","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0907","415","Los Frailes","13","0",\N,\N
"674","2017-05-13 12:21:07","C493857CEBBD4D3983168300A252FD48","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0908","469","Los Ocotes","13","0",\N,\N
"675","2017-05-13 12:21:07","0E13D08A1A19493000F8948DF9551F18","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0909","415","Los Rodríguez","13","0",\N,\N
"676","2017-05-13 12:21:07","9409F7560F98405EB0C79F47298493AB","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0910","477","Los Sauces","13","0",\N,\N
"677","2017-05-13 12:21:07","30AFDB8B00A948E68F3697AB55F1A9CE","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0911","477","Loza de los Padres (La Loza)","13","0",\N,\N
"678","2017-05-13 12:21:07","98AD52CEB7F74C840050D75994A61DE7","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0912","476","Maguey","13","0",\N,\N
"679","2017-05-13 12:21:07","06D548736B93463DBDB5F78B589B212E","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0913","473","Marfil","13","0",\N,\N
"680","2017-05-13 12:21:07","5A13DA17BC154A3AACE73B39E508DEBA","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0914","477","Medina","13","0",\N,\N
"681","2017-05-13 12:21:07","0E9C8C3AE28C4C2AB6FA6F00CCD04624","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0915","442","Mineral de San Pedro Pozos (Mineral de Pozos)","13","0",\N,\N
"682","2017-05-13 12:21:07","AD1DC9A1C23D4F91BC478C94D30062B5","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0916","466","Moncada","13","0",\N,\N
"683","2017-05-13 12:21:07","05B72E875A95419AB813D94EC5005328","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0917","445","Moroleón","13","0",\N,\N
"684","2017-05-13 12:21:07","3D4DAF90167945E3A6000014AC923530","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0918","412","Neutla","13","0",\N,\N
"685","2017-05-13 12:21:07","71700273246A48E49DC900B699F58F41","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0919","415","Nigromante","13","0",\N,\N
"686","2017-05-13 12:21:07","CAFC6FC38743496FA210CCA068179984","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0920","472","Nuevo México","13","0",\N,\N
"687","2017-05-13 12:21:07","9C0D8F73FD5E495783ABAFDBE96B6517","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0921","417","Obrajuelo","13","0",\N,\N
"688","2017-05-13 12:21:07","EAF51DDB308B4DA9A7B08500B8CDA955","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0922","428","Ocampo","13","0",\N,\N
"689","2017-05-13 12:21:07","6B02DCF6BF7B4E8AB5F093AF62F22637","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0923","411","Ochomitas","13","0",\N,\N
"690","2017-05-13 12:21:07","C7F8F8CEFF4F40358B746857ADA4331B","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0924","466","Ojo de Agua de Ballesteros","13","0",\N,\N
"691","2017-05-13 12:21:07","D09ECA53C9854AEFB1EA8F00A7C9A881","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0925","469","Ordeñita de Barajas (Ordeña de Barajas)","13","0",\N,\N
"692","2017-05-13 12:21:07","F70055F729CF427CB2B4459040816E82","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0926","412","Orduña de Arriba","13","0",\N,\N
"693","2017-05-13 12:21:07","EDE88691BD7A48F6B4140873D77B6972","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0927","469","Palo Alto de Abajo","13","0",\N,\N
"694","2017-05-13 12:21:07","AAA3AA0302EE4279B84CDC238D6DC82D","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0928","469","Palo Verde","13","0",\N,\N
"695","2017-05-13 12:21:07","1723CB5FE0264C1AB5CEB1EC4F83CF4F","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0929","417","Parácuaro","13","0",\N,\N
"696","2017-05-13 12:21:07","06A722C1293A423691E8B568CF37CEFC","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0930","469","Pénjamo","13","0",\N,\N
"697","2017-05-13 12:21:07","720A2C4B76684AD49F5100ED3B8F1F5D","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0931","429","Peralta","13","0",\N,\N
"698","2017-05-13 12:21:07","FD465A1127DA4CA1A757535C99AA00FD","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0932","445","Piñicuaro","13","0",\N,\N
"699","2017-05-13 12:21:07","682F5B9942234A4391A52D661441F877","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0933","477","Plan de Ayala (Santa Rosa)","13","0",\N,\N
"700","2017-05-13 12:21:07","A55F317867E640BC98B2D6596F09B700","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0934","412","Pozos CD. Porfirio Díaz (Mineral)","13","0",\N,\N
"701","2017-05-13 12:21:07","0601B78E3C1943908BE88BB2522FDAC8","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0935","461","Praderas de la Hacienda (Antillón)","13","0",\N,\N
"702","2017-05-13 12:21:07","100991208B354EAF811BB6F7EA462FBE","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0936","429","Pueblo Nuevo","13","0",\N,\N
"703","2017-05-13 12:21:07","81DBE219281E4A7697E51F3BB123DBEB","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0937","473","Puentecillas","13","0",\N,\N
"704","2017-05-13 12:21:07","1F0D7F5479884873AA19E18E36A9B481","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0938","456","Puerta de Andaracua","13","0",\N,\N
"705","2017-05-13 12:21:07","43D3E9A4DBCB4EC89F7C67BE577371E1","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0939","476","Purísima de Bustos","13","0",\N,\N
"706","2017-05-13 12:21:07","70B3D6475ED5435F8400725967EFECD1","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0940","429","Rancho Nuevo de la Cruz","13","0",\N,\N
"707","2017-05-13 12:21:07","1EA71CDB30F14C4CA77F34001651A8C3","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0941","456","Rancho Nuevo de San Andrés","13","0",\N,\N
"708","2017-05-13 12:21:07","2D3CBAF980054FC09E6CC278719243BD","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0942","456","Rancho Seco de Guantes","13","0",\N,\N
"709","2017-05-13 12:21:07","9F1BB4F0AE264E4DA5E308D7D9153E8B","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0943","461","Rincón de Tamayo","13","0",\N,\N
"710","2017-05-13 12:21:08","87C167073B3642D0857E4DA16B4BD93C","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0944","418","Río Laja","13","0",\N,\N
"711","2017-05-13 12:21:08","DD5BDF0970084FFF805EF25F00F0F0C6","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0945","432","Romita","13","0",\N,\N
"712","2017-05-13 12:21:08","C4B1B99D91844DFC995012ADC8B9CD31","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0946","464","Salamanca","13","0",\N,\N
"713","2017-05-13 12:21:08","0630B496D7F245FDB0D96BE851C2BD9B","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0947","466","Salvatierra","13","0",\N,\N
"714","2017-05-13 12:21:08","B032120F74294486A86264AFC8D42B24","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0948","462","San Antonio de Mogotes","13","0",\N,\N
"715","2017-05-13 12:21:08","13A539C6097D4091BFD4DD6634AB8015","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0949","476","San Cristóbal (El Cerrito)","13","0",\N,\N
"716","2017-05-13 12:21:08","43AA5C06B93640ACB6DD2245A1D7F5AC","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0950","429","San Cristóbal de Ayala (San Cristóbal)","13","0",\N,\N
"717","2017-05-13 12:21:08","609BE0B28D644CB28BA1C9FE71249D76","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0951","418","San Diego de la Unión","13","0",\N,\N
"718","2017-05-13 12:21:08","0623F4D6C25A45CB9092D69930458300","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0952","469","San Felipe (El Chilarillo)","13","0",\N,\N
"719","2017-05-13 12:21:08","D43B09EC08144A0C8113AFF2A00632BD","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0953","428","San Felipe Guanajuato","13","0",\N,\N
"720","2017-05-13 12:21:08","24FA5D74F60C456898883F1810EC86D1","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0954","476","San Francisco del Rincón","13","0",\N,\N
"721","2017-05-13 12:21:08","EA5DD18DC4444ABA8C71B3D0BDBCEB44","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0955","469","San Gabriel (San Gabriel y San Ignacio)","13","0",\N,\N
"722","2017-05-13 12:21:08","621BF3D993AB48C7A9E4A4F6CAB8123B","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0956","411","San José de Gracia","13","0",\N,\N
"723","2017-05-13 12:21:08","F42806C84D66418481C36C05749958CE","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0957","412","San José de Merino","13","0",\N,\N
"724","2017-05-13 12:21:08","BDE24A56F48B474D8C876C14C4C97CA9","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0958","419","San José Iturbide","13","0",\N,\N
"725","2017-05-13 12:21:08","E80B0FDF2CF1431BB0AD345B2F9466D1","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0959","464","San José Temascatio","13","0",\N,\N
"726","2017-05-13 12:21:08","8CFB52B336894FEF9B24EAC7DB122033","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0960","461","San Juan de la Vega","13","0",\N,\N
"727","2017-05-13 12:21:08","F989F85CB9944069B81549634152C117","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0961","413","San Juan del Llanito","13","0",\N,\N
"728","2017-05-13 12:21:08","646F98ED631044EB9D6060C15B6F0078","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0962","468","San Luis de la Paz","13","0",\N,\N
"729","2017-05-13 12:21:08","6B161CE1067D4E82B6A4A96541A98C67","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0963","417","San Mateo Tocuaro (Tocuaro)","13","0",\N,\N
"730","2017-05-13 12:21:08","A6847D82EDBC4FC48BF0AB90826368A8","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0964","415","San Miguel de Allende","13","0",\N,\N
"731","2017-05-13 12:21:08","CCF43D3AA39748DD9C369CB380120017","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0965","466","San Miguel Emenguaro (Emenguaro)","13","0",\N,\N
"732","2017-05-13 12:21:08","03018CF83F434410AE29712500A79549","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0966","461","San Miguel Octopan","13","0",\N,\N
"733","2017-05-13 12:21:08","57703EAA9E9447D100D1C7D622EE5BC7","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0967","466","San Nicolás de la Condesa","13","0",\N,\N
"734","2017-05-13 12:21:08","8F962CED09DA4DAB99AB421211A12806","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0968","466","San Nicolás de los Agustinos","13","0",\N,\N
"735","2017-05-13 12:21:08","E0871E2AF3884F7F9DB59D4C193750B6","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0969","411","San Pablo Casacuarán (San Pablo)","13","0",\N,\N
"736","2017-05-13 12:21:08","4BF1B17858344213B9E9D1A03735ED73","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0970","466","San Pablo Pejo (San Pablo)","13","0",\N,\N
"737","2017-05-13 12:21:08","02D95F667D314E9CA35F4C009B4B31EC","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0971","466","San Pedro de los Naranjos","13","0",\N,\N
"738","2017-05-13 12:21:08","F9EB18F5FC104DC9954F4E000707DAC2","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0972","413","San Pedro Tenango El Viejo","13","0",\N,\N
"739","2017-05-13 12:21:09","18712E3611424CD1B06BCD1BF9123376","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0973","476","San Roque de Montes (San Roque)","13","0",\N,\N
"740","2017-05-13 12:21:09","9FBFFF9583A04D22AA7BFD627161F24F","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0974","462","San Roque","13","0",\N,\N
"741","2017-05-13 12:21:09","59FBD42BF0654D3C9FFEF296FF68C918","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0975","411","San Salvador Torrecillas","13","0",\N,\N
"742","2017-05-13 12:21:09","F603442B8AF9423F863F2215D7F8532B","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0976","419","Santa Catarina","13","0",\N,\N
"743","2017-05-13 12:21:09","B830898605B94E97BE24BE58A9F2D5A8","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0977","411","Santa Mónica Ozumbilla (Ozumbilla)","13","0",\N,\N
"744","2017-05-13 12:21:09","1D6F7BC9924C4A07A0006F40AC182049","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0978","411","Santa Rosa","13","0",\N,\N
"745","2017-05-13 12:21:09","F2028D7FFA2B4F5394353CA489995102","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0979","473","Santa Teresa","13","0",\N,\N
"746","2017-05-13 12:21:09","38289F22C52941A58EE7EDC8B16BBA24","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0980","415","Santas Marías","13","0",\N,\N
"747","2017-05-13 12:21:09","B958E7CDCAAE41308236FEDDDA3FBECF","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0981","412","Santiago de Cuenda","13","0",\N,\N
"748","2017-05-13 12:21:09","C59B697C27CD400A9745E43673935E1E","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0982","466","Santiago Maravatío","13","0",\N,\N
"749","2017-05-13 12:21:09","A189F6C5B2AE432986612241A66309C0","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0983","411","Sarabia","13","0",\N,\N
"750","2017-05-13 12:21:09","22FA58878FB6445BB6FD39F255216D1E","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0984","472","Silao","13","0",\N,\N
"751","2017-05-13 12:21:09","D72B38A7060444779BA2C2B87E217CC5","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0985","469","Tacubaya","13","0",\N,\N
"752","2017-05-13 12:21:09","9C09623ED2744003ACCB9E3F9C9BFF88","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0986","421","Tarandacuao","13","0",\N,\N
